application,approval,uid,gender,bal,prod_list,item,seq_len,item_neg
1,1,597,2,90193,"7,98,44",15,3,52
1,0,359,1,54265,"54,49,9",34,3,7
0,0,1305,1,36512,"9,47,82",56,3,35
1,1,60,1,60702,"46,55,29",91,3,52
0,1,44,2,12180,"20,15,95",23,3,1
1,1,1998,1,42835,"62,15,62",39,3,24
1,1,1047,1,50949,"84,1,94",70,3,89
1,0,1011,1,11067,"84,18,22",33,3,53
1,0,1930,2,52181,"91,10,68",31,3,55
0,1,54,1,27880,"84,59,0",39,3,34
0,0,558,2,93986,"47,38,44",5,3,34
1,0,1273,2,34592,"60,18,36",41,3,19
0,1,1564,2,54324,"62,8,0",17,3,23
0,1,1420,2,98473,"74,43,26",39,3,51
1,1,240,1,99964,"95,50,35",63,3,19
0,1,1839,1,28978,"36,72,45",58,3,3
0,0,1636,2,80805,"71,47,9",18,3,79
0,0,801,2,98609,"83,89,14",34,3,88
0,0,603,1,37181,"74,46,62",66,3,3
0,0,88,1,60713,"82,74,21",5,3,65
0,1,159,2,25305,"99,7,79",70,3,62
1,1,1799,2,77383,"1,78,6",42,3,86
0,1,1385,1,93814,"34,72,44",26,3,23
1,1,138,1,74740,"15,95,56",21,3,67
0,1,11,2,44960,"51,76,46",37,3,63
0,0,582,1,25390,"99,28,35",55,3,56
1,0,1917,2,50032,"11,95,15",23,3,45
0,1,698,2,90630,"88,73,17",5,3,10
0,1,759,1,43991,"18,82,30",4,3,84
0,0,1090,2,15893,"96,63,100",1,3,63
0,0,1406,1,57536,"63,60,96",35,3,34
0,0,687,1,43148,"85,94,42",67,3,28
1,1,1828,2,99038,"26,4,73",11,3,78
0,1,1111,1,69351,"7,64,97",20,3,78
0,0,811,2,44386,"20,61,43",95,3,76
1,1,1476,2,82134,"70,29,88",98,3,50
1,1,1639,1,50173,"45,20,88",58,3,92
0,0,653,2,41559,"79,48,81",26,3,22
1,1,1762,1,73477,"26,47,2",18,3,86
0,1,1072,2,32819,"34,83,16",38,3,69
0,1,1404,1,91206,"45,94,31",11,3,3
1,1,1402,2,99367,"31,85,15",40,3,10
0,1,826,1,31432,"26,69,54",49,3,84
0,1,64,2,78003,"49,23,69",78,3,21
1,1,74,1,69927,"72,61,100",77,3,9
0,1,646,1,58062,"32,94,73",43,3,39
0,0,1817,2,89633,"23,45,2",52,3,72
1,1,505,1,99810,"32,0,98",100,3,70
0,0,1243,2,74692,"59,32,19",71,3,2
1,0,1856,2,45327,"24,60,64",43,3,74
1,1,678,1,53914,"87,98,61",77,3,66
0,0,1279,2,63583,"91,38,95",47,3,0
1,1,988,1,80071,"38,10,28",83,3,85
1,0,909,2,73942,"72,38,13",70,3,92
1,1,1110,2,17682,"20,53,65",98,3,34
1,0,1476,1,30210,"39,69,18",82,3,28
0,1,1176,1,40404,"6,9,56",76,3,21
1,0,874,1,69071,"15,5,97",36,3,13
0,1,1338,2,40338,"86,0,10",58,3,42
1,0,1845,2,50333,"88,91,10",11,3,3
1,1,758,1,18492,"53,63,55",4,3,95
0,1,682,2,96574,"58,62,16",98,3,5
1,0,539,1,83594,"76,64,40",39,3,92
0,1,626,1,53820,"53,28,60",84,3,30
0,0,844,1,51270,"88,3,34",45,3,69
1,0,1124,2,60669,"46,4,31",90,3,5
0,1,620,2,63620,"79,53,29",7,3,54
0,0,598,2,36711,"27,67,53",64,3,8
1,0,1306,2,79245,"98,21,15",12,3,53
1,0,1246,2,40832,"26,58,68",78,3,86
1,1,1060,1,40750,"49,4,33",46,3,22
0,1,15,2,72608,"31,53,13",26,3,11
0,1,334,1,36088,"21,29,2",37,3,48
1,1,290,1,17023,"10,68,89",65,3,89
1,1,1215,2,63188,"38,20,3",92,3,35
1,0,35,1,48438,"49,82,10",30,3,8
0,0,528,2,70638,"96,35,95",89,3,30
0,0,1886,1,45465,"34,78,39",90,3,52
1,1,812,1,97387,"41,53,2",16,3,68
0,0,773,2,95178,"47,9,5",11,3,8
1,1,1002,2,79867,"46,67,47",99,3,35
1,0,219,2,39354,"92,5,49",94,3,87
0,0,171,2,26385,"10,95,41",44,3,40
1,0,330,2,53691,"29,17,96",67,3,44
1,0,1750,1,70290,"65,5,88",11,3,96
0,0,1726,2,69206,"59,56,65",12,3,77
0,1,262,2,79342,"23,76,95",44,3,55
0,0,563,2,88557,"79,57,99",75,3,86
0,0,208,1,13558,"85,49,79",72,3,50
0,1,726,2,75600,"95,26,47",41,3,8
1,0,1145,2,68822,"48,17,75",4,3,83
0,1,657,1,36299,"18,84,24",8,3,53
0,1,1012,2,36966,"98,24,75",32,3,80
1,0,422,2,71588,"63,67,21",50,3,84
1,0,569,1,28347,"95,52,6",73,3,72
1,0,1809,2,39413,"39,81,56",43,3,6
0,1,1384,2,80714,"23,89,11",15,3,7
0,0,820,2,78747,"22,28,47",61,3,18
0,0,1545,1,40225,"47,93,10",70,3,51
0,0,1974,2,11328,"45,68,8",72,3,99
0,0,1254,1,46980,"8,50,84",31,3,44
0,1,258,1,84563,"12,3,67",46,3,48
1,1,369,1,43984,"71,39,82",27,3,60
1,0,1305,1,12957,"96,39,36",23,3,50
0,1,869,1,17671,"75,18,10",30,3,69
1,0,282,1,12578,"31,33,76",66,3,24
0,1,1361,2,23303,"100,48,13",67,3,50
1,0,1010,1,96787,"58,34,56",60,3,47
1,1,1709,1,67002,"27,96,52",26,3,69
0,1,758,1,35236,"45,21,27",82,3,57
1,0,279,2,72979,"79,16,78",61,3,86
1,0,326,1,91811,"74,63,12",39,3,94
1,0,650,2,68681,"40,65,28",98,3,90
1,1,1593,2,45092,"62,70,93",46,3,94
0,1,915,1,51867,"24,91,28",42,3,47
0,0,1856,2,22360,"60,8,93",53,3,98
0,0,942,1,99354,"55,93,81",25,3,81
1,1,1014,1,73962,"5,23,75",46,3,39
1,0,97,2,13539,"1,74,31",23,3,23
0,1,224,2,82174,"10,67,3",92,3,17
1,0,152,1,41711,"80,86,25",23,3,61
1,1,222,2,41015,"31,90,56",22,3,43
1,1,1576,2,29066,"29,23,23",22,3,59
1,1,1162,2,23177,"35,87,34",1,3,28
1,0,1196,1,12420,"23,39,21",66,3,78
0,0,706,1,20069,"73,52,40",72,3,5
1,1,374,1,32059,"67,50,91",68,3,58
1,1,47,1,59456,"99,79,100",79,3,73
1,1,1705,1,92698,"85,87,33",57,3,95
0,1,594,1,80444,"20,3,78",36,3,61
1,1,1001,1,21113,"14,58,76",67,3,76
0,0,1116,1,54831,"8,31,67",3,3,45
0,1,711,2,69755,"40,95,65",86,3,53
1,1,714,2,10209,"49,50,68",3,3,95
0,1,1457,2,49160,"8,93,65",45,3,39
0,0,1640,2,19488,"48,75,59",64,3,78
1,0,557,2,31546,"20,81,5",45,3,74
1,0,1512,2,87697,"39,92,92",42,3,93
1,1,819,1,81197,"35,4,37",100,3,57
1,0,1754,2,21013,"18,6,77",86,3,67
1,1,1367,1,83476,"81,19,7",66,3,97
0,0,14,1,54508,"22,56,81",18,3,44
0,1,1007,2,16540,"70,12,74",54,3,47
0,1,1567,1,61698,"18,40,85",10,3,73
1,0,1756,2,15221,"36,3,46",64,3,89
1,0,1494,2,58014,"2,61,39",50,3,20
0,0,1433,2,18556,"47,94,7",46,3,27
0,0,444,2,83723,"2,40,0",25,3,26
0,1,1075,1,96569,"48,58,66",91,3,75
0,1,170,1,17066,"37,52,42",55,3,75
0,1,1294,2,93698,"62,28,60",83,3,4
1,1,1642,2,89364,"1,44,65",58,3,32
1,0,580,2,98748,"38,60,86",37,3,43
1,0,320,2,22008,"29,68,12",25,3,23
1,1,365,2,56161,"28,16,79",45,3,98
0,1,1017,1,41898,"92,82,79",21,3,38
1,1,1746,1,67314,"13,31,93",72,3,77
0,0,1469,2,75829,"59,18,73",22,3,14
1,1,1865,2,47203,"18,30,48",6,3,20
1,0,717,2,81282,"85,50,1",12,3,46
0,1,1818,2,53985,"80,43,52",36,3,76
0,0,13,2,49913,"60,36,26",78,3,47
0,0,1864,2,25193,"98,88,85",1,3,2
1,1,1905,2,52827,"45,14,78",44,3,10
0,0,1373,1,91086,"95,54,0",99,3,40
0,0,1417,1,93862,"60,39,95",71,3,43
1,0,1087,2,40790,"34,90,63",26,3,78
1,1,1195,2,69369,"19,25,10",45,3,56
0,1,1760,2,24442,"64,7,74",66,3,52
0,0,1805,2,74426,"44,66,5",19,3,90
0,1,928,2,41659,"17,6,44",45,3,15
0,1,756,1,95697,"22,48,6",6,3,10
1,1,1671,2,32876,"38,24,67",47,3,42
1,1,127,1,16871,"83,76,48",43,3,21
1,0,709,1,18649,"92,91,4",94,3,9
0,0,1507,2,46246,"57,91,56",79,3,18
1,0,1350,1,77734,"57,71,54",68,3,36
0,1,99,1,99129,"38,88,19",11,3,22
0,1,1613,1,89695,"90,74,4",44,3,10
0,1,811,2,26663,"69,47,2",87,3,94
0,1,67,2,36992,"7,88,13",53,3,14
1,0,1161,1,28510,"76,67,60",12,3,39
0,1,1807,2,99863,"19,36,17",84,3,37
1,1,1655,2,65403,"39,26,70",36,3,80
0,1,704,2,46123,"65,72,100",13,3,36
1,1,1479,2,74749,"35,22,83",88,3,19
1,1,1923,1,34748,"88,11,37",15,3,3
1,1,1497,2,55199,"22,99,39",8,3,70
0,0,1560,2,27330,"17,14,67",87,3,5
0,1,162,1,71963,"35,69,65",33,3,20
0,1,1695,1,10933,"74,66,46",61,3,84
0,1,1125,2,23471,"31,57,59",58,3,8
1,1,635,2,62792,"73,35,97",58,3,57
0,1,406,2,20477,"89,52,83",61,3,14
1,1,112,1,71777,"26,42,86",36,3,87
1,1,911,1,24911,"70,12,30",17,3,7
0,0,1485,2,29187,"54,51,96",53,3,21
1,1,1422,2,77237,"73,71,68",39,3,39
0,0,275,1,18763,"40,52,89",24,3,73
1,0,1217,2,14935,"14,85,42",5,3,91
1,0,1912,1,64848,"52,4,89",7,3,99
1,0,1594,2,50998,"64,15,2",24,3,88
1,0,211,2,77099,"52,33,89",85,3,0
0,0,433,2,62444,"87,66,5",62,3,86
0,1,943,2,87320,"33,7,47",73,3,41
1,0,1113,2,63098,"28,18,9",84,3,30
1,0,1696,1,44074,"89,21,75",68,3,68
0,1,1044,1,11384,"57,4,52",16,3,91
0,0,1203,2,70680,"8,76,54",60,3,53
0,0,1712,1,38711,"62,28,16",71,3,76
0,0,1075,1,47368,"25,95,21",83,3,44
0,0,1409,2,50892,"97,69,94",53,3,71
0,1,1571,1,46031,"96,54,95",40,3,85
1,0,560,1,30879,"32,22,58",71,3,30
0,0,1689,1,40570,"39,0,16",59,3,65
1,0,1331,2,79600,"73,74,99",81,3,82
1,0,866,2,41533,"84,3,6",8,3,20
0,0,611,1,58931,"58,67,33",33,3,56
1,0,1620,1,54120,"37,43,75",89,3,61
0,0,1890,1,50275,"38,3,7",80,3,31
1,1,571,2,54871,"99,88,4",17,3,35
0,0,1523,1,47781,"42,37,15",11,3,37
0,0,1917,1,66778,"5,29,55",98,3,85
0,1,1093,2,36965,"33,3,56",19,3,97
0,1,743,1,83258,"83,67,19",49,3,33
0,1,1259,1,61140,"62,3,85",57,3,98
0,1,1913,1,44322,"5,10,69",50,3,14
0,1,739,1,44732,"62,42,53",43,3,49
0,1,1990,1,63577,"70,12,90",16,3,52
0,0,1160,2,30532,"46,24,29",25,3,79
0,1,1446,1,61639,"28,74,69",87,3,60
0,1,803,1,55400,"12,41,68",91,3,82
1,1,241,1,47124,"7,66,18",57,3,78
1,1,1617,1,70624,"28,48,7",77,3,48
1,0,294,2,50494,"69,0,5",1,3,97
0,1,700,1,38096,"40,28,35",88,3,26
1,1,261,2,80299,"3,51,55",15,3,88
1,1,334,1,22877,"59,54,66",36,3,87
0,0,909,2,74603,"44,21,20",59,3,33
1,1,913,2,91968,"95,99,48",93,3,61
0,0,502,1,62251,"17,63,5",13,3,61
1,1,28,1,90124,"56,38,20",50,3,3
0,1,157,2,49441,"35,13,27",42,3,95
0,1,1319,2,93090,"73,20,1",66,3,78
1,1,517,2,52755,"24,75,0",63,3,93
0,0,33,1,82668,"22,74,75",19,3,9
1,0,1878,1,71620,"1,49,23",99,3,90
0,1,1936,1,35165,"83,96,5",38,3,81
1,1,955,1,92226,"21,56,9",94,3,60
1,0,328,2,81121,"71,88,66",53,3,96
0,1,746,1,68474,"5,46,43",98,3,25
0,1,1497,2,16056,"97,71,55",62,3,56
1,1,824,2,71092,"89,1,37",15,3,38
1,0,1298,1,73633,"5,97,46",83,3,11
1,1,1865,1,42225,"56,79,94",91,3,10
1,1,24,1,51061,"79,29,47",52,3,77
1,0,390,2,35736,"98,40,45",85,3,26
1,1,1434,1,14311,"91,87,76",43,3,82
1,0,703,2,75155,"62,67,58",54,3,48
0,1,484,2,50514,"95,36,76",90,3,43
0,1,1918,1,89656,"70,49,54",27,3,79
0,0,1953,2,44688,"4,10,2",32,3,41
0,1,704,1,30384,"33,42,23",73,3,29
1,0,1024,1,97878,"28,23,95",60,3,13
0,0,1898,2,54240,"90,39,29",1,3,31
0,1,964,2,54283,"2,55,65",72,3,71
1,1,1676,2,32399,"5,50,64",57,3,85
0,0,108,1,17695,"9,62,24",33,3,74
1,0,1573,1,23950,"88,25,70",70,3,57
0,0,414,1,45428,"61,92,31",100,3,87
1,1,658,2,53699,"100,94,79",60,3,93
1,1,689,1,35728,"46,19,40",50,3,74
1,1,562,2,94710,"79,83,45",30,3,33
0,1,343,2,22666,"34,53,31",37,3,85
0,1,1103,1,11014,"58,27,86",77,3,35
0,1,57,2,72973,"26,58,19",55,3,32
0,0,1140,1,45904,"28,5,19",53,3,95
0,1,181,1,58152,"8,34,59",56,3,60
1,1,1845,1,76502,"76,82,71",27,3,37
1,1,1533,2,80895,"65,22,16",77,3,30
1,0,311,1,96647,"69,49,32",21,3,21
1,0,1037,1,96968,"47,76,2",3,3,94
1,0,890,1,88720,"20,69,51",36,3,42
0,0,677,1,68777,"44,25,50",7,3,8
0,0,106,1,73141,"57,79,96",48,3,1
0,0,1521,1,10416,"28,0,8",28,3,37
1,1,1454,1,57499,"64,55,36",49,3,41
0,0,1844,1,67300,"10,22,55",19,3,9
0,1,1192,2,67292,"24,70,65",52,3,77
0,1,1882,2,84471,"44,49,46",41,3,30
1,1,1028,2,78083,"60,7,52",2,3,65
1,0,305,2,24630,"4,72,0",29,3,8
0,1,272,2,48715,"36,63,45",42,3,4
0,0,1658,1,12222,"8,3,88",22,3,13
0,0,1063,1,94400,"7,70,59",45,3,86
0,0,55,1,57709,"9,64,48",12,3,64
1,0,204,2,10190,"27,16,79",6,3,52
1,0,1971,2,53682,"12,49,5",89,3,83
1,0,1824,1,23053,"16,93,55",66,3,23
0,0,1573,2,61451,"7,82,27",40,3,63
1,0,1974,2,62249,"31,74,78",30,3,88
1,1,1774,2,78053,"10,92,76",50,3,96
1,1,857,1,16532,"3,31,10",27,3,80
1,0,985,1,81984,"14,61,96",44,3,79
0,0,812,1,99825,"39,95,38",85,3,16
0,0,881,2,37440,"66,33,64",81,3,7
1,0,984,2,78160,"8,32,87",84,3,79
1,1,1581,1,58322,"78,23,78",80,3,75
0,1,62,1,98968,"15,28,10",67,3,37
0,0,724,1,98514,"86,9,56",62,3,84
0,0,1053,1,14012,"92,77,8",99,3,41
0,0,1664,2,88882,"39,17,23",5,3,55
0,0,1605,2,28138,"11,12,67",92,3,2
0,1,438,2,63839,"89,35,96",27,3,37
1,0,432,2,24649,"68,13,39",94,3,87
0,1,681,2,66453,"71,37,56",48,3,62
1,1,1815,2,34146,"70,32,12",100,3,48
1,0,1692,2,78743,"10,52,53",91,3,7
0,0,1108,1,76693,"25,38,96",89,3,25
0,1,823,1,67644,"54,58,12",39,3,45
0,0,1244,2,90143,"50,46,74",76,3,53
1,0,568,1,23071,"100,45,28",6,3,84
1,1,1912,2,68834,"44,41,2",60,3,76
1,0,705,1,47722,"2,90,97",69,3,11
0,0,1676,2,37545,"78,11,22",75,3,82
0,1,973,2,29488,"88,20,76",83,3,59
0,1,96,1,20430,"86,36,87",43,3,22
1,1,1701,2,73655,"18,58,54",55,3,70
1,0,802,2,72808,"91,12,0",31,3,90
0,1,1463,1,47079,"41,87,43",96,3,90
0,0,730,2,17827,"14,98,93",61,3,71
0,1,512,1,14334,"100,84,5",95,3,77
1,0,788,1,81561,"25,18,23",38,3,94
0,1,1517,2,75293,"43,78,15",32,3,13
0,1,1365,1,91296,"53,24,35",33,3,30
1,1,972,1,30270,"51,58,62",27,3,27
0,1,311,2,43471,"37,38,52",31,3,19
1,0,1063,1,10019,"67,17,72",69,3,72
0,0,722,1,14657,"23,22,51",47,3,69
0,0,565,1,86736,"56,84,98",16,3,40
0,0,1724,2,63070,"87,72,7",44,3,42
1,1,175,1,47455,"38,77,19",100,3,44
1,0,1076,1,64104,"30,94,61",7,3,30
1,1,553,1,16305,"31,37,42",56,3,5
1,0,1423,2,11496,"2,63,86",52,3,5
0,0,385,1,68496,"27,67,69",75,3,91
0,0,1140,1,67755,"77,3,75",73,3,17
0,1,1423,1,34846,"10,62,44",89,3,51
1,1,1602,2,39828,"24,7,17",67,3,35
0,1,119,1,23584,"98,96,76",37,3,83
0,1,617,2,98092,"61,69,99",69,3,78
1,1,548,2,74607,"22,22,89",71,3,23
1,1,1440,2,41551,"53,11,33",77,3,56
0,0,627,2,33668,"6,54,7",41,3,23
1,0,1357,2,13744,"73,94,27",42,3,10
1,0,140,1,33694,"35,54,75",100,3,14
1,1,1486,2,36877,"32,100,81",45,3,16
0,0,943,1,39848,"97,86,47",82,3,79
1,0,604,2,86145,"88,82,73",1,3,22
0,0,860,2,52319,"22,57,35",97,3,49
1,1,407,1,42070,"46,28,61",37,3,7
0,0,550,1,82793,"55,72,42",86,3,24
0,0,997,2,11412,"73,51,4",99,3,51
1,0,615,2,92436,"73,85,20",98,3,9
1,0,1620,2,51869,"86,26,5",10,3,86
0,1,1019,2,97845,"36,4,7",31,3,80
1,0,1277,2,10663,"73,68,8",34,3,13
1,0,1890,1,27881,"4,96,67",94,3,73
0,0,682,2,49230,"6,79,47",35,3,6
1,0,1760,2,23619,"41,11,45",42,3,88
0,0,1851,2,21432,"88,88,61",20,3,17
1,0,634,1,32885,"8,93,44",75,3,53
1,1,1656,1,47047,"36,92,69",92,3,2
0,0,1781,2,24222,"72,41,64",7,3,64
1,0,928,1,24777,"58,63,93",8,3,83
0,1,399,2,47648,"75,84,40",67,3,75
1,0,279,2,51299,"69,18,47",12,3,88
0,0,187,1,72711,"73,95,100",8,3,69
1,0,732,2,64319,"9,29,64",84,3,26
0,0,1068,1,66872,"17,94,4",35,3,86
1,1,1006,2,14968,"2,27,52",41,3,52
0,1,1788,1,51310,"83,1,80",75,3,60
1,0,1208,2,94420,"33,47,46",20,3,68
1,1,342,1,43162,"6,90,18",8,3,38
0,0,1138,2,49161,"7,55,52",63,3,55
1,1,803,1,73003,"11,14,32",13,3,89
0,1,316,1,73671,"50,55,57",55,3,76
1,0,1815,2,48813,"67,46,93",49,3,81
1,1,660,1,40498,"96,60,87",1,3,0
1,1,1733,2,17361,"40,4,45",53,3,74
1,1,110,1,53971,"23,88,36",8,3,81
0,0,1076,2,51828,"14,5,66",25,3,30
1,0,1583,2,39529,"21,52,83",20,3,65
0,0,1294,1,97593,"51,60,61",94,3,1
1,1,1356,2,50821,"54,61,81",52,3,66
0,1,1162,2,65439,"2,72,53",92,3,62
1,0,536,2,16328,"99,74,49",36,3,1
1,0,1433,1,53399,"30,69,34",63,3,99
1,0,691,2,24575,"33,89,0",77,3,19
1,1,743,1,16301,"50,54,0",28,3,82
0,1,35,2,85930,"49,3,81",38,3,81
0,0,1847,1,72099,"97,29,68",39,3,71
0,0,1469,1,51784,"31,48,39",34,3,48
1,0,201,2,86089,"8,5,19",30,3,38
1,0,1928,1,51271,"49,7,98",37,3,10
0,0,716,1,56443,"89,19,44",26,3,49
0,0,981,2,73843,"52,40,12",8,3,60
1,1,1495,2,42561,"36,6,5",73,3,65
0,1,129,2,82101,"87,13,83",90,3,17
0,0,1873,2,39186,"24,60,98",40,3,49
1,1,59,2,71077,"23,10,10",16,3,42
1,0,1356,2,64130,"32,37,75",59,3,4
1,1,494,2,18875,"26,19,47",4,3,95
0,0,1791,1,29775,"28,99,33",59,3,0
1,1,1918,2,88163,"21,5,93",81,3,97
0,0,214,1,44336,"63,27,89",12,3,21
0,0,1388,1,32181,"9,32,19",79,3,41
1,1,1150,2,58407,"94,66,30",19,3,50
1,1,389,1,95326,"92,2,53",31,3,32
0,0,1583,2,62104,"57,63,69",94,3,63
0,1,47,1,36101,"27,13,89",86,3,20
0,1,814,1,30310,"45,60,14",23,3,67
0,0,1559,1,29097,"64,86,75",52,3,40
0,1,1808,2,96002,"37,3,45",11,3,89
0,1,795,1,11755,"73,70,1",76,3,50
1,0,1226,2,67772,"64,91,26",82,3,54
0,1,1453,2,58434,"23,82,49",82,3,0
0,1,501,1,18876,"52,74,72",98,3,38
0,1,1717,2,56077,"72,91,98",40,3,34
0,1,901,1,58800,"10,96,99",40,3,57
1,0,1814,2,50966,"5,89,15",56,3,61
0,0,952,2,39663,"97,26,92",64,3,7
1,0,1527,1,42457,"9,88,61",12,3,92
1,0,1558,2,99189,"70,93,57",66,3,3
1,1,1756,1,80745,"85,34,57",41,3,58
1,1,1465,2,19686,"70,23,34",22,3,29
1,0,1954,1,49161,"84,18,3",86,3,37
1,0,1039,2,28726,"92,46,89",1,3,81
0,1,778,1,70693,"75,25,32",92,3,29
0,1,241,1,11125,"69,82,21",11,3,36
0,0,1295,2,35727,"63,46,36",62,3,57
0,1,1509,1,26956,"23,88,0",7,3,23
0,0,134,1,11600,"89,91,79",5,3,82
1,0,1935,2,55578,"12,85,60",25,3,25
1,0,1541,2,95496,"27,83,94",89,3,40
1,0,859,2,74020,"78,65,65",45,3,91
0,1,1998,2,15637,"39,32,6",30,3,74
1,1,369,2,68853,"76,55,9",38,3,24
1,1,1437,2,60902,"35,51,75",88,3,35
1,1,1419,1,57010,"85,31,55",86,3,42
1,0,1286,2,16498,"79,4,45",9,3,17
1,1,1081,1,80429,"80,80,27",55,3,39
0,0,1282,2,27333,"77,26,82",84,3,6
0,0,1795,2,91029,"26,61,10",87,3,10
0,1,810,2,95497,"2,46,32",56,3,78
1,1,633,1,48085,"51,79,6",8,3,61
0,0,606,1,45964,"88,83,95",89,3,16
1,0,1850,1,20799,"70,76,49",37,3,65
0,1,460,1,49396,"60,14,17",15,3,50
0,1,47,2,69294,"79,65,38",77,3,75
1,1,297,2,41749,"38,50,52",65,3,8
0,0,1932,1,27571,"71,56,77",86,3,78
1,1,900,1,70479,"56,14,46",77,3,85
0,1,409,1,74687,"72,73,66",28,3,93
1,1,1941,1,37439,"77,38,37",13,3,22
0,1,1633,2,61015,"22,64,77",98,3,95
1,0,1215,2,50264,"2,39,92",65,3,40
0,0,806,1,55903,"57,54,24",57,3,19
0,1,1096,1,41519,"46,27,98",60,3,11
1,1,1191,2,40533,"38,82,58",68,3,99
1,1,748,1,34772,"55,51,3",73,3,17
1,1,1032,2,13792,"82,86,22",67,3,83
0,1,984,1,87434,"56,61,28",2,3,3
1,0,1198,1,66165,"76,100,70",100,3,18
0,0,1407,2,20493,"62,12,19",50,3,93
1,1,1475,1,24229,"77,98,67",82,3,74
1,0,1848,2,73904,"41,31,37",42,3,77
0,0,1961,1,36414,"91,31,54",50,3,95
1,0,1453,2,56743,"1,67,71",34,3,19
0,1,888,1,82246,"17,49,47",13,3,17
1,0,730,1,30561,"56,75,30",36,3,52
0,1,1114,2,47995,"41,30,97",14,3,37
0,1,1737,1,13534,"36,85,18",10,3,31
1,1,463,2,23269,"21,64,46",1,3,5
1,0,971,2,19168,"70,32,10",88,3,9
1,0,1330,1,20587,"96,45,9",74,3,50
0,0,141,1,16923,"85,22,51",69,3,4
1,0,1457,1,35475,"0,29,9",4,3,17
1,0,1244,1,67498,"59,86,66",7,3,41
0,1,1030,2,81764,"35,50,72",59,3,49
1,0,1176,2,92912,"47,38,28",48,3,75
1,0,57,1,49610,"74,10,9",25,3,13
0,0,637,1,33193,"86,1,14",60,3,59
0,1,972,1,49868,"46,39,46",16,3,97
0,1,1393,2,26503,"17,49,69",80,3,50
1,0,428,2,64090,"21,4,29",18,3,93
1,1,1511,1,54830,"91,20,95",67,3,42
0,1,1352,2,81066,"33,91,79",47,3,89
0,1,308,2,57090,"92,72,54",55,3,26
1,0,1894,1,14783,"64,58,37",16,3,18
1,0,1289,2,78025,"37,87,34",56,3,49
1,0,1484,1,72091,"56,38,75",65,3,0
0,1,1755,1,50587,"8,74,52",84,3,17
0,0,1852,1,81795,"33,65,76",18,3,80
0,1,1897,1,47145,"20,51,95",12,3,80
0,1,1899,2,77465,"1,17,69",42,3,0
0,1,1194,2,52365,"96,86,42",31,3,17
0,0,1313,2,10537,"54,44,60",84,3,89
0,0,1258,2,30013,"36,6,26",28,3,34
1,1,384,1,78538,"96,6,44",74,3,85
1,1,922,1,89286,"14,78,48",13,3,30
1,0,141,1,54845,"27,84,3",86,3,67
0,1,1077,2,19541,"34,10,61",43,3,1
1,0,239,1,11922,"29,46,55",50,3,51
0,1,1409,1,19016,"17,64,22",99,3,80
1,0,1712,1,71779,"7,95,58",45,3,39
0,0,1185,1,67152,"70,78,73",68,3,29
0,1,112,1,34751,"58,49,97",91,3,79
1,1,1795,2,34870,"36,30,19",52,3,66
0,1,1138,1,34126,"39,61,100",13,3,56
0,0,266,2,89764,"77,28,74",70,3,91
1,0,275,1,69706,"69,56,28",27,3,38
1,1,903,2,10790,"33,21,63",33,3,7
0,1,782,2,15816,"21,99,62",82,3,86
0,0,1240,2,82454,"34,3,29",90,3,37
0,1,300,1,22756,"76,35,32",50,3,16
1,1,1851,1,11877,"67,87,8",84,3,39
0,0,929,1,23521,"31,51,14",51,3,60
1,1,259,1,96722,"47,84,22",51,3,68
0,1,696,1,15679,"56,9,94",15,3,66
0,1,1315,1,98038,"68,77,96",66,3,46
1,0,1469,2,14445,"43,3,45",35,3,34
0,0,672,1,33541,"97,6,87",84,3,26
1,0,1601,2,36349,"89,5,79",7,3,12
0,1,371,1,91905,"17,82,79",41,3,94
1,1,349,2,61620,"77,46,97",50,3,86
0,1,1128,1,30656,"33,88,89",8,3,41
0,1,144,2,73952,"32,64,15",47,3,86
1,1,625,1,36852,"41,66,21",71,3,91
1,1,1980,2,85192,"18,85,70",94,3,20
1,1,1247,1,54370,"71,4,67",46,3,23
1,1,1632,1,68998,"27,47,98",74,3,10
1,1,790,2,65408,"41,42,37",2,3,32
1,1,483,2,96322,"61,87,41",26,3,18
0,1,229,2,10402,"88,97,61",94,3,62
1,0,1285,1,43485,"86,48,34",20,3,49
1,0,631,2,38878,"23,10,11",18,3,8
1,1,696,2,50752,"0,60,16",72,3,69
1,0,1803,2,36709,"55,65,26",28,3,42
0,0,545,1,63092,"55,9,8",57,3,45
0,1,828,1,13701,"49,75,83",66,3,14
1,1,1050,2,25430,"63,25,29",66,3,48
1,0,1951,2,60425,"28,4,61",77,3,35
0,0,95,2,13711,"80,13,36",100,3,61
0,1,858,1,72015,"7,70,32",99,3,21
0,0,667,2,25035,"36,88,94",95,3,26
0,0,1610,1,88006,"44,60,53",34,3,36
1,0,456,2,95207,"19,25,12",92,3,82
0,0,643,1,16727,"69,83,5",55,3,24
0,0,442,2,12938,"91,62,16",94,3,98
0,1,1803,2,64984,"42,32,1",56,3,20
0,0,380,2,71563,"54,51,34",22,3,88
0,1,1586,1,46022,"20,73,91",74,3,72
0,0,1714,2,37692,"97,46,64",48,3,79
1,0,350,2,52322,"27,35,10",83,3,67
1,1,319,1,31122,"17,73,77",99,3,17
1,0,255,2,96465,"87,37,82",28,3,44
1,0,1243,2,16428,"81,64,100",49,3,88
1,0,930,1,31202,"88,10,61",31,3,12
